test_title,Predicted,Answer
관광객의 수가 정도를 넘어 선 수준입니다.,기타,기타
졸업식 연기하세요. 대책 마련하세요. 학교가 해야 할 일이니까요.,행정지원,행정지원
기말고사 오프라인 시험 금지 요청,행정지원,행정지원
결론은 결국  학기 전면 사이버강의입니다,행정지원,행정지원
 학기 기말고사를 전면 비대면으로 진행해주십시오,행정지원,행정지원
음악대학 등록금 감면을 요구합니다.,대학,대학
 차 정정기간 요구,행정지원,행정지원
 학기 전면 비대면 선택을 주장합니다.,행정지원,행정지원
기말고사 전면 비대면을 강력요청합니다,행정지원,행정지원
오프라인시험 전면 금지 바랍니다.,행정지원,행정지원
 학기 전면 싸이버강의 대체를 제안합니다,행정지원,행정지원
관광객 통제 체제 앞으로도 계속 유지해주세요,기타,기타
대학원관에 복사기 설치해주세요.,학생지원,학생지원
중앙도서관 컴퓨터실 운영해주세요.,생활지원,행정지원
등록금 감면을 요구합니다,행정지원,행정지원
"추가학점,  수강정정 및 등록금 반환 건의합니다.",행정지원,행정지원
생협동동이 지원서 관련 건의,행정지원,학생활동
도서관 국내 전자 신문 시범 서비스가 유지되었으면 좋겠습니다.,학생지원,학생지원
공대 와이파이 개선해주세요.,학생지원,학생지원
 학기 전면 사이버 강의 대체 부탁드립니다,행정지원,행정지원
"이화그린색 원래대로 돌려놔주세요, 색 바꾼 교직원 신상공개 부탁드립니다.",기타,기타
 년도  학기 전면 사이버강의 전환을 제안합니다,행정지원,행정지원
엘텍공과대학의 오프라인 시험 금지를 제안합니다.,행정지원,대학
코로나  학점 추가학점 요청드립니다.,행정지원,행정지원
학교는 경영대학 복수전공생들의 수업권을 보장하십시오.,대학,대학
음악대학 오프라인 실기시험을 반대합니다.,대학,대학
계절학기 전면 온라인으로 전환해주세요,행정지원,행정지원
의대 오프라인 개강 방식에 반대합니다.,행정지원,대학
 학점 추가 및 수강정정 열어주세요.,행정지원,행정지원
조예대 학생들의 일부 등록금 반환 요구,대학,대학
수면실 너무 추워요,생활지원,생활지원
경영학과 주전공생의 수업권을 보장해주세요,대학,대학
졸업식 관련하여 대책마련이 필요합니다.,행정지원,행정지원
수요에 맞는 계절학기 증원을 요청합니다,행정지원,행정지원
학점 포기제도 부활,행정지원,행정지원
"고려대학교의 보구녀관, 의사 김점동 업적 탈취 시도에 대한 장기적인 대책 요구",기타,기타
음대 등록금감면,대학,대학
"수강정정기간, 수업정원 늘리고 학점에 따른 등록금 차등 지급하고, 남은 학점 이월가능하게 해주세요.",행정지원,행정지원
교양 과목 개설 관련,행정지원,행정지원
등록금 감면 및 수업평가방식에 대해 건의합니다.,행정지원,행정지원
메가로스쿨 강남캠퍼스  월  일자 설명회 설문지 '중경외시이' 정정해주세요,기타,기타
컴퓨터공학과 전공과목 증원 및 추가분반 개설을 요청합니다.,대학,대학
 월 초 오프라인 시험에 반대합니다.,행정지원,행정지원
융합기초 교양과목의 사이버강의 개수를 늘려주세요,행정지원,행정지원
등록금 일부 반환 혹은 수강 강의 증원 후 신청가능을 요구합니다.,행정지원,행정지원
추가학기생도  학점 추가 등록 가능하게 해주세요,행정지원,행정지원
대학교 과제 하는 방법,기타,기타
채플 일정에 시험기간을 고려해 주시기 바랍니다.,행정지원,행정지원
추가학기생도  학점 추가등록 가능하게 해주세요,행정지원,행정지원
온라인강의 연장 건의합니다,행정지원,행정지원
학부생 주차,학생지원,학생지원
이화 앱의 오류를 시정해주세요.,기타,기타
계절학기 온라인강의 진행,행정지원,행정지원
기말고사 전면 비대면으로 전환해주십시오.,행정지원,행정지원
 학기 전체 사이버 연장 제안합니다.,행정지원,행정지원
"메가엠디, 핏단기의 약대 서열을 정정해주십시오.",기타,기타
음악대학의 오프라인 실기시험에 반대합니다,대학,행정지원
나눔리더십 분반늘려주세요,기타,학생활동
기숙사 선택 입사 가능하게 해주세요,생활지원,생활지원
정시 모집 요강 디자인 변경 요청드립니다.,행정지원,행정지원
올해 졸업전시를 앞둔 조예대 학생입니다. 조예대 복도 바닥 타일 교체만이라도 원합니다.,대학,대학
나눔리더십 실천활동 제안드립니다 (장애 지원 시설 관련),학생지원,학생활동
경영 전공 수업들의 분반 확충 및 수강 인원 증원을 요구드립니다.,대학,행정지원
 학기 대면/비대면 강의 혼합 운영시 고려되어야 할 점 건의드립니다.,행정지원,행정지원
통계학과 전공과목 증원 및 분반 개설을 요청합니다.,대학,대학
 차 수강정정기간 제안,행정지원,행정지원
추가학기생에게도 동등히 추가학점  학점을 부여해주세요,행정지원,행정지원
우리대학 대외이미지 개선 제발 부탁드립니다.,기타,기타
나눔리더십 추가분반개설요청,대학,학생활동
등록금 감면 및 환불 건의합니다,행정지원,행정지원
음대 실기시험 논의를 부탁드립니다,대학,대학
"편입생도 우수졸업, 최우수졸업이 가능하도록 제도적 한계를 없애주세요",행정지원,행정지원
조예대 등록금 감면해주세요,대학,대학
입시 커뮤니티의 이화여대 혐오를 해결해주십시오.,기타,기타
"실험,실습 강의의 오프라인 수업을 반대합니다",행정지원,행정지원
단풍은 들지만 날씨는 춥네요.,행정지원,기타
학교 및 학과별 홈페이지 업데이트,행정지원,행정지원
수강 정정 기회 부여 및 등록금 일정 부분 환불을 원합니다,행정지원,행정지원
미대목동병원 인터넷 불량 문제,기타,학생지원
정보인증제 자격증 확대 요구,행정지원,학생지원
등록금 반환을 요구합니다.,행정지원,행정지원
우선수강신청 방식 변경 건의합니다,행정지원,행정지원
"모든 교직원 신상, 출신학교 공개 요청",기타,기타
등록금 일부 반환을 강력하게 건의합니다.,행정지원,행정지원
이대 누적적립금 위 등록금 반환해주세요,행정지원,행정지원
수강정정 및 추가 학점 신청 바랍니다.,행정지원,행정지원
등록금 반환을 요구합니다,행정지원,행정지원
음악관 연습실 개방을 허락해주세요,대학,대학
빨리 해결해주세요,기타,기타
 학기 전면 사이버강의를 요청합니다.,행정지원,행정지원
기말고사 오프라인 시험을 금지해주세요.,행정지원,행정지원
재외국민 기숙사 선택 입사,생활지원,생활지원
학생문화관 냉방 시스템,행정지원,생활지원
미분적분학  분반 추가개설 혹은 증원 요청합니다,대학,대학
코로나  예방을 위해  컴퓨터실(개방실습실) 관리 및 통제 부탁드립니다.,생활지원,행정지원
학교 홍보 및 인색 개선과 관련하여 건의 드립니다.,행정지원,행정지원
사이버강의 기간 연장과 학교측의 빠른 대안 제시를 요청합니다.,행정지원,행정지원
  학기 수업방식에 대해 건의드립니다.,행정지원,행정지원
조기졸업 관련 규정에 대한 추가 의견입니다.,행정지원,행정지원
학생의 건의에 대한 학교 홍보실의 대응 태도 시정 바랍니다,행정지원,학생지원
대외 이미지 관련,기타,기타
" 월  일 경영 주전우선수강은 복전생, 호크마생, 복전예정생의 수업권 침해입니다.",대학,대학
총장 졸업생 간담회 제안,기타,행정지원
어도비 프로그램 무료 지원을 제안드립니다.,학생지원,학생지원
방학때 연습실 공개 해주세요,기타,대학
케이묵 인간은 왜 병에 걸리는가 인원 증원 부탁드립니다,행정지원,기타
열받는다,기타,기타
"이대입결 폭망 구독자 수  만명 유튜버 뻑가에 대한 고소장 대응, 제발 부탁드립니다.",행정지원,기타
오프라인 기말 시험 금지해주세요,행정지원,행정지원
추가 정정기간과 제한 학점을 늘려주실 것을 요구합니다.,행정지원,행정지원
추가학기생 수업권(추가  학점) 보장해주시길 강력하게 건의합니다.,행정지원,행정지원
내일 라운지 근처 정수기 설치 부탁드립니다,학생지원,생활지원
실습과목의 오프라인 개강을 미뤄주십시오,행정지원,행정지원
제안합니다.,행정지원,기타
  컴퓨터 열람실 책상에 번호가 적혀져 있으면 합니다,생활지원,생활지원
컴퓨터공학과 증원과 분반개설을 요청합니다,대학,대학
조예대 코로나  대책 요구사항입니다.,대학,대학
기숙사 선택입사,생활지원,생활지원
평촌 종로학원의 입결 후려치기 대응 및 입결정상화 부탁드립니다,기타,기타
선택적 패논패 제안합니다. 제발 소통 부탁드립니다.,행정지원,행정지원
아니 이화그린은 갑자기 왜 바꿔요,기타,기타
편입생들에 대한 차별을 없애주시기 바랍니다.,행정지원,행정지원
이화톡톡선배,기타,학생활동
경영대 주전공생 보호를 위한 대책을 마련해주세요.,대학,대학
  학기  학점 추가를 부탁드립니다.,행정지원,행정지원
계절학기 증원과 수강신청 일정,행정지원,행정지원
음악대학 등록금 감면을 요구합니다.,대학,대학
컴퓨터공학부 전공필수 과목 증원 요청합니다.,대학,대학
정정기간 연장을 요구합니다.,행정지원,행정지원
음악대학 연습실을 개방해주세요.,대학,대학
이화인들을 위한 배드민턴 강좌를 열어주세요.,행정지원,학생활동
 학기 전면 사이버 강의  / 방식의 평가,행정지원,행정지원
연구협력관 샤워시설 개선,생활지원,생활지원
후문 관광버스 통제,기타,기타
 학년도  학기  학점 추가에 대해 건의합니다.,행정지원,행정지원
학생들의 의견에 귀 기울여 주시고 대처방안을 마련해 주세요,행정지원,행정지원
중국인 유학생 기숙사 분리,생활지원,생활지원
이화복지장학금 지원비율,학생지원,학생지원
계절학기 온라인 강의을 강력하게 주장합니다.,행정지원,행정지원
도서관 운영시간 연장,생활지원,생활지원
"한학기싸강으로인한  학점추가학점 이라던지, 등록금반환의 대책마련 요구합니다.",행정지원,행정지원
패스/논패스 및 절대평가 학점처리 요구드립니다.,행정지원,행정지원
"추가학점 및  차정정기간, 등록금 반환을 요구합니다.",행정지원,행정지원
전면 비대면 시험은 요구합니다.,행정지원,행정지원
한 학기 전면 사이버강의 및 학점 추가 신청/정정 요구,행정지원,행정지원
(최)우등졸업 관련 교칙수정 제안,행정지원,기타
" 학기 전체 사이버 강의와, 학교의 조속한 공지를 요구합니다.",행정지원,행정지원
수강신청,행정지원,행정지원
허위 사실 및 악성 게시글에 대한 강경 대응을 요구합니다,행정지원,행정지원
음악관 연습실을 개방해 주세요.,대학,대학
진학사 대학 서열 정정 왜 안하세요,기타,기타
기숙사 입사 연기 부탁드립니다. ,생활지원,생활지원
관광객이 출입금지표시를 제대로 이해할 수 있도록 조취를 취해주세요,기타,기타
기존 이화그린 값 재변경 요구합니다,기타,기타
기숙사 선택입사 가능하게 해주세요,생활지원,생활지원
수강할 수 있는 강의 분반과 강의실을 늘려주거나 계절에도 전공을 개설해주세요,행정지원,행정지원
추가학기생 수강가능학점  학점 추가 요청합니다,행정지원,행정지원
'  학생증 모양으로 재발급 건의,기타,학생지원
체대 홀 대관,대학,대학
[교내 야생조류 유리창 충돌] 교내에서 한 해에만  마리 이상의 새들이 죽고 있습니다. 더이상 무고한 생명들이 죽지 않도록 조치해주시기 바랍니다.,기타,행정지원
컴퓨터공학과 전공과목 증원 및 추가분반 개설을 요청합니다,대학,대학
기말 오프시험 문의사항,행정지원,행정지원
절대평가 권고가 아닌 일률적 적용을 원합니다.,행정지원,행정지원
 학기 전면 온라인 강의 제안합니다.,행정지원,행정지원
 차 수강정정기간 요청합니다,행정지원,행정지원
음대 전공실기수업( : )수업에 대한 등록금 감면,대학,대학
대기순번제의 불편함을 건의합니다,행정지원,행정지원
 학기 시험 방식과 성적에 관하여 건의합니다.,행정지원,행정지원
졸업생입니다.  출입구 관련 사항,행정지원,생활지원
이화그린 지키기,기타,기타
 학기 전체 싸강 또는 싸강연장을 학교에 제안합니다.,행정지원,행정지원
등록금을 냈는데도 작년 강의를 다시 올리는 일은 없어야 한다고 생각합니다.,행정지원,기타
여름방학 음악대학 연습실을 개방해주세요,대학,대학
"편입생도 우등 졸업, 최우등 졸업으로 인정해주세요.",행정지원,행정지원
졸업생도 도서관 자료신청가능했으면 합니다,학생지원,학생지원
관광객문제 해결 촉구,기타,기타
비대면 시험  대면/비대면 강의 혼합 선택권 제안드립니다.,행정지원,행정지원
추가학점 및 추가정정을 건의합니다,행정지원,행정지원
학문관 뽀미와 뽀삐의 출입을 허용해주세요,기타,기타
선택적 패논패/학점포기제를 제안합니다.,행정지원,행정지원
학위수여식 전면취소가 아닌 연기를 부탁드립니다.,행정지원,행정지원
‘고속성장분석기’ 대응 부탁드립니다.,기타,기타
 차 정정기간과 추가학점을 요구합니다,행정지원,행정지원
음대 대면실기시험 폐지를 요청합니다,대학,대학
사이버강의 연장바랍니다,행정지원,행정지원
수강 철회기간중 정정도 가능하게 해주십시오.,행정지원,행정지원
네이버 지식인에서 이화여대를 지속적으로 비하하는 인물을 고발합니다,기타,기타
음악대학 실기시험 취소를 요청합니다,대학,대학
이대 정문 운동장에 밤에 켜지는 조명시설 설치해주세요,기타,생활지원
국가근로장학생 추가신청 운영,기타,학생지원
설강화 드라마 (이수여대 > 이대) 호칭 관련 문의.,행정지원,기타
건의합니다.,행정지원,행정지원
오프라인 기말과 계절학기 오프강의 제지를 부탁드립니다.,행정지원,행정지원
의과대학 오프라인 개강을 반대합니다.,대학,대학
중국인관광객 정문후문 완전 출입 통제,기타,기타
재수강 최대학점,행정지원,행정지원
감사드립니다.,행정지원,대학
인문예술미디어 타전공선택 교과목 종류를 개선해 학습권을 보장해주세요,행정지원,대학
[도서관 동영상 강좌 개선] 중국어 강의 자료가 개선되어야 합니다.,행정지원,학생지원
계절학기 오프라인 강의를 반대합니,행정지원,행정지원
 차 정정기간/ 학점 추가신청 요구합니다,행정지원,행정지원
입학키트에 이화그린 의류 품목 추가 건의드립니다.,행정지원,행정지원
휴학 시 등록금 전액반환기간을 연장해주십시오.,행정지원,행정지원
이씨씨 강의실 대여하면 안되나요,기타,생활지원
과목,행정지원,대학
논문 제출 자격 재부여,행정지원,행정지원
기말고사 오프라인 시험 금지를 원합니다.,행정지원,행정지원
조예대 등록금 감면 요구합니다.,대학,대학
이번 학기 재수강 제도 확대 혹은 학점 포기제 도입을 제안합니다.,행정지원,행정지원
한우리집  동 에어컨 청소 또는 교체를 요구합니다.,생활지원,생활지원
이화여대생을 비하하는 소설을 발견했습니다.,기타,기타
도서관 동영상 강의 서비스에 인프런 강의가 추가 제안합니다.,행정지원,학생지원
"수강인원 증원, 정정기간 추가, 등록금 전액 반환기간 연장를 요구합니다.",행정지원,행정지원
조형예술대학 오프라인 개강을 반대합니다.,대학,대학
계절학기 영문학부 전공과목 개설을 요청합니다.,행정지원,대학
휴학 시 등록금 전액 반환 기간을 연장해주세요,행정지원,행정지원
경영대 주전공생의 학습권을 보호해주세요.,대학,대학
의 세탁소,기타,생활지원
주전공생 보호 우선수강신청을 강력히 제안합니다.,행정지원,행정지원
행정적 차별을 시행하며  명 넘는 복전생을 방치하는 경영대학 행정실에 항의합니다.,행정지원,행정지원
융합보건학과 기말고사 전면 비대면을 원합니다,대학,대학
음악대학 졸업연주회 관객제한을 풀어주세요,대학,생활지원
"등록금 인하, 환불 요구합니다",행정지원,행정지원
우선수강신청 및 복수전공 승인제한 요건 강화를 건의합니다.,행정지원,행정지원
이화여대에 대한 악의적 게시물에 대한 입학처 측의 강력한 대처가 시급합니다.,기타,기타
 학기 사이버강의를 요구합니다.,행정지원,행정지원
 열람실 노트북실을 확장해주세요,생활지원,생활지원
비대면강의 품질(음질) 향상을 위한 마이크 지원을 요청합니다.,행정지원,학생지원
학문관 프린트실 개방 부탁드립니다.,생활지원,생활지원
계절학기 전면 싸이버강의 전환을 제안합니다.,행정지원,행정지원
동창회관 교직원 식당 폐쇄에 따른 대체공간 마련 제안,행정지원,생활지원
셔틀버스 관련  가지 사항 문의드립니다.,기타,기타
 년 전기 학위수여식 취소에 대한 건의입니다.,행정지원,행정지원
"잘못된 게시글 삭제, 수정 가능하도록 게시판 구성",기타,기타
학생문화관 샤워실 제한적 개방 요청,생활지원,생활지원
입시커뮤니티 대학 카테고리좀 정정해주세요 제발,기타,기타
싸이버강의 연장 또는 한학기 대체를 제안합니다.,행정지원,행정지원
 정숙시간 알림 방송을 해주세요.,행정지원,생활지원
융합기초 강의인원 늘려주세요,행정지원,대학
관광객 문제 개선,기타,기타
대면 수업 및 시험 강행 취소 및 유증상시의 구체적인 가이드라인 제시 요구,행정지원,행정지원
천원의 아침밥'사업 본교의 참여 제안,기타,생활지원
음악관 연습실 개방을 요구합니다.,대학,대학
정부의 거리두기 해제와 대면전환에 대하여,행정지원,기타
학부생주차,학생지원,행정지원
필수교양 및 융합기초 증원 허용,기타,기타
기존 이화그린색상 값(     )으로 원복 바랍니다.,기타,기타
국가비상사태로 한시적 신편입생 첫학기 휴학 허용을 요구합니다.,행정지원,행정지원
편입학 신입생들에게도 합격키트를 주시기 바랍니다.,행정지원,학생지원
실기수업의 오프개강 날짜를 미뤄주세요,행정지원,행정지원
기숙사 선택입사 가능하게 해주세요.,생활지원,생활지원
컴퓨터공학 전공 과목 증원과 분반 개설 요청합니다,대학,대학
등록금 환불을 요구합니다,행정지원,행정지원
이하우스 분리수거 공간에 대해 건의사항이 있습니다.,기타,생활지원
오프라인 대면시험 취소해주세요,행정지원,행정지원
장애학생지원센터의 인력충원을 건의합니다.,학생지원,학생지원
조형예술대학  월  일 오프개강을 반대합니다,대학,대학
실습 강의 전면 비대면을 요청합니다,행정지원,행정지원
융합기초 분반 늘려주세요.,대학,학생활동
   컴퓨터실습실 화장실 냄새 개선을 부탁드립니다.,행정지원,생활지원
교내 자동차 속도제한,기타,기타
조형예술대학 실기수업 전면 온라인강의화 요구,대학,대학
평촌 종로학원 입결문제 해결해주세요,기타,기타
여름 계절학기 싸강추진바랍니다.,행정지원,행정지원
졸업 시뮬레이션 기간 제한 없애주세요,행정지원,행정지원
약학대학 오프라인 시험을 전면금지 해주세요.,대학,행정지원
휴학취소 가능휴학생들에게 온라인강의 개설,행정지원,행정지원
인공지능학과 수업 분반을 늘려주세요,행정지원,대학
실습과목 오프라인개강 반대합니다,행정지원,행정지원
이화그린을 지켜주세요,기타,기타
"수업 정원 증가, 추가 정정 기간 개설, 추가 학점 방안 마련",행정지원,행정지원
기말 오프 시험 금지해주세요,행정지원,행정지원
등록금 감면해주시거나 안되면 그만큼 지원해주세요,행정지원,행정지원
사이버캠퍼스 서버 개선을 요구합니다,행정지원,행정지원
질병휴학,행정지원,행정지원
원격수업 연장 반대,행정지원,행정지원
등록금 감면 및  차 정정 기간,행정지원,행정지원
통계학과 및 컴퓨터공학과의 수강우선신청제 추가등록을 바랍니다.,행정지원,대학
장애학생지원센터의 인력충원을 건의합니다.,학생지원,학생지원
유튜버 '뻑가'가 허위입결자료로 이화여대에 대한 비방 영상을 올렸습니다. 조치 부탁드립니다.,기타,기타
장애학생도우미 확충 방안,행정지원,학생지원
케이묵 인간은 왜 병에 걸리는가 인원 증원 부탁드립니다,행정지원,기타
등록금 인하 및 반환 요청드립니다.,행정지원,행정지원
관광객 문제 개선,기타,기타
관광객 신고 규제,기타,기타
등록금 감면,행정지원,행정지원
등록금 일부 반환/수강학점  학점 추가/추가정정기간,행정지원,행정지원
 년도  학기 추가  학점 건의합니다.,행정지원,행정지원
열람실이용시 마스크 미착용자 바로 퇴실조치해주세요,생활지원,행정지원
단과대학 공지사항 게시에 대한 제언 드립니다,기타,행정지원
"중앙도서관도 좌석 거리두기,  운영시간 제한의 형태로 개방해주시면 안 될까요",생활지원,생활지원
한학기 사이버강의 요구합니다,행정지원,행정지원
의과대학 오프라인 수업 강행을 반대합니다.,대학,대학
간편자료대출시스템을 요청합니다.,행정지원,생활지원
기숙사 입사가 원래 확정되어있던 사람의 여름 계절 기숙사 입사를 요구합니다.,생활지원,생활지원
수강정정기간을 늘려주세요,행정지원,행정지원
메가로스쿨 메가엠디의 '중경외시이' 표기건에 대하여,기타,기타
선택 입사 가능하도록 해주시길 바랍니다,행정지원,생활지원
이화민주동산 조성 작업에 대한 반대 제안입니다,기타,기타
졸전학기 학생입니다. 조형예술대 등록금 감면을 촉구합니다.,행정지원,대학
대형강의의 대면시험 강행을 금지해주십시오.,행정지원,행정지원
한학기동안 사이버 강의 진행하는 것을 요구합니다,행정지원,행정지원
 학기 전면 사이버강의를 요구합니다.,행정지원,행정지원
교육대학원생  코로나로 인한 '교육봉사 어려움'에 관한 정책을 마련해 주세요.,기타,학생활동
컴퓨터공학부 전공필수 과목 증원 요청합니다.,대학,대학
실기실습 과목 수업을 어떻게 사이버강의로 대체합니까,행정지원,대학
정시모집요강 디자인 변경 요청드립니다.,행정지원,행정지원
사이버 강의 기간 연장 논의를 해주세요,행정지원,행정지원
조예대 등록금 감면을 요구합니다,대학,대학
 학기 혼합강의를 유지해주세요,행정지원,행정지원
과제대체 및 패스논패스 학점처리 요구드립니다,행정지원,행정지원
등록금 일부 환불 부탁드립니다,행정지원,행정지원
"총장님, 그리고 입학처와 홍보처에 간곡히 부탁합니다.",행정지원,기타
대형 입시 학원에서의 허위 입시 정보 유포에 대응해주십시오.,기타,행정지원
올해 정시전형 입결을 많은 이들이 볼 수있게끔 공개해주시면 좋겠습니다.,행정지원,행정지원
건의합니다,행정지원,행정지원
수만휘 대학카테고리 정정 왜 안 하나요,기타,기타
학교 공용공간에 알콜손소독제를 비치 하면 좋겠습니다,행정지원,기타
 년  학기 전면 사이버강의시행을 제안합니다,행정지원,행정지원
   추가  학점 지급을 건의합니다.,행정지원,행정지원
이화그린 공식색 변경을 반대합니다,기타,기타
중앙도서관 먼지 청소 관련,생활지원,생활지원
입시사이트의 오류를 바로잡아주세요,기타,기타
음악대학 등록금 반환을 요구합니다.,대학,대학
여름계절학기 강의 진행 방식을 대면수업이 아닌 온라인 수업 원칙으로 시행하도록 요청합니다.,행정지원,행정지원
대학원생도 특별장학금 지급해주세요.,학생지원,학생지원
입시 커뮤니티의 대학 서열 정정해주십시오,기타,기타
학부생들을 배려하는 주차 시스템,행정지원,학생지원
 학점 추가 /등록금 일부반환,행정지원,행정지원
 차 수강정정 기간 지정 및 추가학점( 학점 이상) 부여를 건의합니다.,행정지원,행정지원
졸업식 취소가 아닌 연기로 부탁드립니다. 제발요ㅠㅠ,행정지원,행정지원
진학사 서성한시 그룹핑에대해 어떻게 생각하세요,기타,기타
등록금 일부 반환을 요청합니다,행정지원,행정지원
관광객 통제 체제 앞으로도 계속 유지해주세요,기타,기타
사이버강의 연장해주세요,행정지원,행정지원
메가로스쿨 대학서열 정정해주세요,기타,기타
경영학과 전공 분반 증원,대학,대학
"추가 학점 신청 ,등록금 감면해주세요",행정지원,행정지원
대면강의 시작후 대면/비대면 선택 기회를 한번 더 주시기 바랍니다,행정지원,행정지원
한 학기 전체 사이버강의를 제안합니다.,행정지원,행정지원
등록금 일부 반환을 요청드립니다.,행정지원,행정지원
추가 정정기간 요구합니다,행정지원,행정지원
 차 정정기간을 요구합니다.,행정지원,행정지원
디자인학부 우선수강신청 제안합니다.,행정지원,대학
 차 수강정정기간 건의합니다.,행정지원,행정지원
음악관 연습실을 개방해주세요,대학,대학
등록금 감면 및 실기실 폐쇄 관련 제안,행정지원,행정지원
'이화 그린' 색상을 지켜주시기를 바랍니다.,기타,기타
등록금 일부 반환을 요구합니다.,행정지원,행정지원
 포트폴리오 미래설계,기타,학생지원
선택적패논패 및 등록금 반환요구합니다,행정지원,행정지원
미대 오프라인 개강 반대합니다,행정지원,대학
모든 과 오프라인 강의 반대,행정지원,행정지원
오프라인 시험 전면 금지 바랍니다.,행정지원,행정지원
현수막 정말 멋집니다 효과가 좋은 것 같아요,기타,기타
추가학기생(학점등록생)에게도 추가  학점 받을 권리 있습니다.,행정지원,행정지원
천원의 아침밥' 사업,기타,생활지원
오프라인 시험을 연기하거나 취소해주세요,행정지원,행정지원
교수의 갑질을 폭로하는 창을 만들어주십시오,대학,학생지원
한우리집  동의 에어컨을 조속히 청소해주십시오.,기타,생활지원
추가학기생에게도 동등하게  학점 신청을 하게 해주십시오.,행정지원,행정지원
문제해결과프로그래밍과 그 외 모든 계절 수업들에 대해 수요에 따른 증원 요청합니다.,행정지원,대학
선택적 패논패 및 학생 의견에 귀기울여주시길 바랍니다,행정지원,행정지원
이화에 바란다 : 이번 수강신청은 추가학기생에 대한 차별입니다. 추가학점 요구합니다,행정지원,행정지원
이화그린복구해주세요,기타,기타
기말 대면시험을 금지해줄 것을 요구합니다.,행정지원,행정지원
원격강의 기간 연장을 제안합니다.,행정지원,행정지원
대기순번제의 불편함에 대해 건의합니다,행정지원,행정지원
"체대, 조예대등 전체 대학 등록금 반환,  학점 추가 학점 건의합니다",행정지원,대학
등록금 일정액 환불을 요구합니다.,행정지원,행정지원
아래글 수정이 안 돼서 다시 적습니다.,기타,기타
"선택적 패논패,  학기 등록금 감면 제안합니다",행정지원,행정지원
기말고사 오프라인 시험 금지 요구,행정지원,행정지원
신촌 힐스테이트 문 개방 관련,기타,기타
실험 실습과목 온라인강의 대체에 대해 건의합니다.,행정지원,행정지원
제안합니다.,행정지원,기타
정문 앞 차량이동 관리 부탁드립니다.,기타,행정지원
조형예술대학의 모든 실기수업을 온라인강의로 할 것을 요구합니다,대학,대학
학교 이미지를 깎아내리는 각종 자료들에 대한 학교의 강경한 대응을 요구합니다.,기타,기타
웹사이트 편의성,행정지원,기타
중국의 샤먼대학교처럼 관광객 쿼터제,기타,기타
실습도 비대면 선택권 주세요,행정지원,기타
사이버강의 연장해주세요.,행정지원,행정지원
기말고사 오프라인 시험을 막아주세요,행정지원,행정지원
학교에게 적극적이고 즉각적인 소통의 자세를 요구합니다.,기타,기타
